Number,Gender,NameSet,Title,GivenName,MiddleInitial,Surname,StreetAddress,City,State,StateFull,ZipCode,Country,CountryFull,TelephoneNumber,TelephoneCountryCode,MothersMaiden,Birthday,Age,NationalID,Occupation,Company,BloodType,Pounds,Kilograms,FeetInches,Centimeters
1615,female,American,Ms.,Stephanie,K,Wadsworth,"858 Marie Street",Mayo,MD,Maryland,21106,US,"United States",410-956-8711,1,Clifton,12/29/1938,80,212-37-4214,"Registered respiratory therapist",Weathervane,A+,218.5,99.3,"5' 1""",154
1616,female,American,Mrs.,Rochelle,J,Santana,"133 Small Street","New York",NY,"New York",10007,US,"United States",212-798-4666,1,Campbell,3/13/1985,34,075-74-9848,"Lodging manager","Giant Open Air",O+,194.7,88.5,"5' 2""",158
1617,female,American,Ms.,Lillie,E,Patillo,"2463 Lincoln Street","Beach Haven",NJ,"New Jersey",08008,US,"United States",609-492-0613,1,Senter,12/10/1985,33,147-26-9269,"Administrative office specialist","Team Electronics",B+,195.1,88.7,"5' 2""",157
1618,female,American,Mrs.,Amy,D,Foster,"2350 Meadow Lane",Oakland,CA,California,94612,US,"United States",707-360-6926,1,Williams,7/20/1950,69,568-82-6254,Cinematographer,"Wickes Furniture",B+,216.3,98.3,"5' 5""",165
1619,female,American,Ms.,Katherine,H,Ward,"1140 Armory Road",Fayetteville,NC,"North Carolina",28314,US,"United States",910-826-1036,1,Romaine,9/12/1952,66,241-34-4107,"Poultry cutter","Garden Guru",O+,119.2,54.2,"5' 5""",166
1620,female,American,Ms.,Virginia,D,Turner,"4251 Cambridge Drive",Buckeye,AZ,Arizona,85326,US,"United States",623-386-9559,1,Norris,3/16/1949,70,527-99-5107,"EKG technician","Team Designers and Associates",O+,139.3,63.3,"5' 5""",164
1621,female,American,Ms.,Irene,L,Tobey,"2209 Beechwood Drive",Bridgeville,PA,Pennsylvania,15017,US,"United States",412-221-3035,1,Mann,6/22/1989,30,176-24-4412,"Aerospace engineer","Strategic Profit",O-,130.5,59.3,"5' 7""",171
1622,female,American,Mrs.,Lori,R,Yoshioka,"3641 Austin Secret Lane","Castle Dale",UT,Utah,84513,US,"United States",435-381-9987,1,Callahan,7/25/1994,25,529-22-3267,Journalist,Erol's,O+,113.7,51.7,"5' 7""",170
1623,female,American,Ms.,Helen,T,Petrie,"2947 Coleman Avenue",Escondido,CA,California,92025,US,"United States",760-745-0020,1,Moye,3/25/1994,25,548-49-5419,"Foot specialist","Gold Medal",O+,180.6,82.1,"5' 3""",161
1624,female,American,Mrs.,Marjorie,W,Jimenez,"862 Meadow Lane","Santa Rosa",CA,California,95401,US,"United States",707-283-6896,1,McCall,9/3/1963,55,556-20-3942,"Collision repair and refinish technician","Lone Wolf Wealth Planning",A+,219.6,99.8,"5' 1""",154
1625,female,American,Ms.,Verna,C,Massey,"1830 Hanover Street","New York",NY,"New York",10013,US,"United States",917-715-9736,1,Hutton,12/14/1962,56,107-90-7706,"Executive housekeeper",Fayva,A+,220.9,100.4,"5' 1""",154
1626,female,American,Ms.,Mary,D,Gallagher,"124 Bird Spring Lane",Kemah,TX,Texas,77565,US,"United States",281-524-9538,1,Johnson,11/16/1987,31,638-34-7676,"Aircraft flight engineer","Bay Furniture",O+,214.3,97.4,"5' 8""",172
1627,female,American,Ms.,Sheila,K,Reeves,"1372 Wines Lane",Houston,TX,Texas,77099,US,"United States",832-332-9088,1,Wright,2/16/1966,53,467-35-8786,"Home entertainment service technician",Patterson-Fletcher,O+,137.3,62.4,"5' 0""",153
1628,female,American,Mrs.,Cheryl,A,Heffner,"3956 Winifred Way",Indianapolis,IN,Indiana,46225,US,"United States",765-681-1343,1,Williams,4/25/1973,46,316-92-7927,Broker,"Licorice Pizza",O+,138.2,62.8,"5' 5""",164
1629,female,American,Ms.,Kyung,J,Roop,"2574 Pratt Avenue",Tukwila,WA,Washington,98168,US,"United States",360-899-6395,1,Barret,11/15/1966,52,534-18-7421,"Employee benefits specialist","Leo's Stereo",O+,155.3,70.6,"5' 4""",163
1630,female,American,Ms.,Rosa,L,Baker,"3428 Cardinal Lane",Cleveland,OH,Ohio,44115,US,"United States",216-937-2155,1,True,12/19/1976,42,298-05-7555,"Obstetric sonographer","Father & Son",O+,214.7,97.6,"5' 7""",170
1631,female,American,Ms.,Renee,W,Blackwell,"3386 Jadewood Drive",Highland,IN,Indiana,46322,US,"United States",219-922-6241,1,Kirkwood,2/12/1957,62,316-01-6327,"Electrical and electronics installer","Custom Sound",O+,113.1,51.4,"5' 8""",172
1632,female,American,Ms.,Linda,R,Young,"3252 Front Street",Detroit,MI,Michigan,48226,US,"United States",810-525-7183,1,Adams,9/17/1999,19,370-10-3993,Typist,"Omni Realty",B+,155.3,70.6,"5' 4""",163
1633,female,American,Mrs.,Bertha,D,Clark,"3081 Harter Street",Dayton,OH,Ohio,45402,US,"United States",937-674-3259,1,Nobles,7/18/1965,54,279-88-0939,"Vascular sonographer","Environ Architectural Design",A+,130.5,59.3,"5' 7""",170
1634,female,American,Ms.,Tonya,A,Scott,"2859 Hannah Street",Hildebran,NC,"North Carolina",28637,US,"United States",828-397-4854,1,Fredrick,5/9/1974,45,240-97-1227,"Scanner operator","Pak and Save",O+,172.5,78.4,"5' 5""",165
1635,female,American,Mrs.,Jenna,D,Fontenot,"96 Poe Road",Baytown,TX,Texas,77520,US,"United States",832-926-8611,1,Deford,6/4/1951,68,466-42-8815,"Occupational health and safety inspector","Manning's Cafeterias",O+,175.8,79.9,"5' 0""",153
1636,female,American,Mrs.,Sharon,F,Sabo,"4127 Ritter Street",Decatur,AL,Alabama,35601,US,"United States",256-309-8365,1,Williams,7/16/1945,74,419-24-5154,Lyricist,Patterson-Fletcher,A+,156.2,71.0,"5' 2""",158
1637,female,American,Mrs.,Nelia,K,Lovett,"1023 Poplar Avenue","San Diego",CA,California,92105,US,"United States",619-564-3515,1,Greenwald,6/5/1970,49,613-76-0137,"Office machine operator","Grass Roots Yard Services",B+,216.5,98.4,"5' 6""",168
1638,female,American,Ms.,Magen,W,Jewell,"4370 Woodland Avenue","New Orleans",LA,Louisiana,70112,US,"United States",985-743-0131,1,Murphy,11/5/1940,78,436-51-3990,"Professional scout","Morrison's Cafeteria",O+,153.8,69.9,"5' 5""",165
1639,female,American,Ms.,Sandra,S,Estes,"1826 Thompson Street","Los Angeles",CA,California,90071,US,"United States",562-524-5747,1,Slawson,3/6/1962,57,559-12-0823,"Film processing technician","Custom Lawn Service",A+,229.0,104.1,"5' 1""",155
1640,female,American,Mrs.,Beth,J,Woodall,"1304 Yorkshire Circle",Stantonsburg,NC,"North Carolina",27883,US,"United States",252-238-0441,1,Holder,4/6/1998,21,238-99-3314,"Data processing equipment repairer","Hugh M. Woods",A+,127.2,57.8,"5' 7""",169
1641,female,American,Ms.,Sharon,E,Keck,"1858 Woodside Circle","Panama City",FL,Florida,32401,US,"United States",850-785-3246,1,Rodrigue,7/5/1944,75,265-58-8047,"Admitting interviewer","The Fox and Hound ",A+,134.9,61.3,"5' 5""",166
1642,female,American,Ms.,Tricia,D,Buck,"2039 Richards Avenue",Tuolumne,CA,California,95379,US,"United States",209-928-4678,1,Rosenthal,8/1/1965,54,555-67-9752,Author,"Magik Grey",O+,135.5,61.6,"5' 5""",166
1643,female,American,Dr.,Mary,C,Spencer,"468 Deercove Drive",Philadelphia,PA,Pennsylvania,19103,US,"United States",215-231-1512,1,Davis,5/28/1991,28,184-72-9274,"Fry cook","The Wall",B+,111.8,50.8,"5' 2""",158
1644,female,American,Mrs.,Bonnie,P,See,"213 Memory Lane","Hickory Hills",IL,Illinois,60457,US,"United States",815-953-5284,1,Giles,10/7/1941,77,334-01-5841,"Urban and regional planner",Incluesiv,O-,157.7,71.7,"5' 2""",157
1645,female,American,Ms.,June,E,Bryant,"3564 Jones Avenue","Winston Salem",NC,"North Carolina",27012,US,"United States",336-715-2879,1,Rowan,7/18/1985,34,681-09-5219,"Clinical psychologist","National Tea",B+,131.3,59.7,"5' 9""",174
1646,female,American,Mrs.,Deborah,D,Richards,"3855 Armory Road",Fayetteville,NC,"North Carolina",28306,US,"United States",910-718-7022,1,Owens,9/27/1998,20,246-91-0658,"English as a second language teacher","Rainbow Life",B-,121.0,55.0,"5' 3""",160
1647,female,American,Mrs.,Diane,R,Hoyle,"1749 Ingram Street","New Burlington",OH,Ohio,45177,US,"United States",937-488-8458,1,Lamont,2/9/1964,55,287-03-0441,"Process pipeline drafter","Audio Aid",A+,118.6,53.9,"5' 2""",157
1648,female,American,Mrs.,Marie,C,Blair,"2374 George Street",Ocala,FL,Florida,34471,US,"United States",352-423-0950,1,Walker,8/15/1991,28,265-35-0648,"Ophthalmic laboratory technician","The Flying Bear",A+,106.3,48.3,"5' 7""",170
1649,female,American,Mrs.,Martha,M,Shultz,"3524 Michigan Avenue",Bridgeville,PA,Pennsylvania,15017,US,"United States",724-699-0581,1,Raya,1/31/1986,33,184-64-3249,"Tow truck dispatcher","Team Designers and Associates",O+,205.7,93.5,"5' 3""",160
1650,female,American,Ms.,Dolores,R,Peterman,"3592 White River Way","Salt Lake City",UT,Utah,84111,US,"United States",801-530-4110,1,Matson,10/16/1935,83,646-38-9778,"Cargo and freight agent",Strongbod,O-,125.0,56.8,"5' 5""",164
1651,female,American,Mrs.,Mary,P,Wynn,"2079 Parkway Drive",Tempe,AZ,Arizona,85282,US,"United States",520-491-0059,1,Hearn,2/8/1988,31,764-18-4000,"Heat treating equipment setter","Foot Quarters",A+,148.9,67.7,"5' 3""",159
1652,female,American,Ms.,Elizabeth,K,Cruz,"3998 Wildrose Lane",Detroit,MI,Michigan,48226,US,"United States",313-760-0300,1,Williams,8/18/1952,67,374-26-4650,Chef,"System Star",O+,221.3,100.6,"5' 0""",152
1653,female,American,Ms.,Bernice,M,Davis,"2483 Upton Avenue","New Sweden",ME,Maine,04762,US,"United States",207-896-7154,1,Greene,9/19/1975,43,004-76-6332,"Coin, vending, and amusement machine servicer","The Great Train Stores",A+,227.3,103.3,"5' 4""",163
1654,female,American,Mrs.,Carla,A,Brewer,"209 Aviation Way","Los Angeles",CA,California,90017,US,"United States",213-985-9654,1,Nilles,7/3/1939,80,605-55-6337,"Land acquisition manager","id Boutiques",AB+,155.5,70.7,"5' 0""",153
1655,female,American,Ms.,Pauline,J,Martin,"3745 Travis Street",Indiantown,FL,Florida,33456,US,"United States",772-597-0793,1,Brown,1/3/1939,80,267-60-4830,"Administrative project coordinator","Realty Depot",B+,155.3,70.6,"5' 4""",163
1656,female,American,Mrs.,Betty,O,Carr,"1728 Anmoore Road",Bronx,NY,"New York",10458,US,"United States",718-817-6076,1,Mays,2/20/1968,51,063-66-8106,Paleontologist,"Funtown toys",O+,226.4,102.9,"5' 4""",162
1657,female,American,Mrs.,Wendy,S,Young,"4185 Valley View Drive",Brookline,MA,Massachusetts,02146,US,"United States",617-730-5115,1,Bulloch,1/3/1943,76,021-20-0307,Gerontologist,"MacMarr Stores",A+,229.2,104.2,"5' 5""",166
1658,female,American,Ms.,Diana,M,Killion,"4987 Allison Avenue",Franklin,VA,Virginia,23851,US,"United States",757-569-1288,1,Murphy,3/17/1965,54,699-01-5598,"Employment clerk","Practi-Plan Mapping",O+,180.4,82.0,"5' 9""",174
1659,female,American,Ms.,Rita,B,Dupre,"2251 Saint Francis Way",Eagleville,PA,Pennsylvania,19403,US,"United States",267-241-6473,1,Jackson,11/1/1952,66,176-16-0839,"Survey researcher","Strong Life",A+,111.8,50.8,"5' 7""",170
1660,female,American,Ms.,Tara,C,Gholston,"2262 Ashmor Drive",Hibbing,MN,Minnesota,55746,US,"United States",218-262-2866,1,Glasser,7/6/1979,40,472-05-7172,"Administrative services manager","The Sample",B+,225.1,102.3,"5' 9""",174
1661,female,American,Mrs.,Carolyn,E,Beasley,"1954 Kemper Lane","Salt Lake City",UT,Utah,84104,US,"United States",801-808-5106,1,Leach,5/21/1948,71,528-62-5647,"Brokerage clerk","WWW Realty",O-,118.1,53.7,"5' 0""",153
1662,female,American,Mrs.,Annie,R,Roquemore,"1580 Benson Park Drive","Oklahoma City",OK,Oklahoma,73102,US,"United States",405-552-9366,1,Samons,9/30/1934,84,440-13-6030,"Construction millwright",Naturohair,A-,144.3,65.6,"5' 4""",163
1663,female,American,Ms.,Lori,W,James,"4177 Sheila Lane",Reno,NV,Nevada,89502,US,"United States",775-378-6606,1,Bowen,6/13/1936,83,530-97-4291,Phlebotomist,"York Steak House",B-,173.4,78.8,"5' 0""",152
1664,female,American,Mrs.,Polly,E,Young,"3474 Stuart Street",Pittsburgh,PA,Pennsylvania,15205,US,"United States",724-394-8554,1,Williams,10/17/1961,57,209-10-6622,Artist,"Pacific Stereo",O+,137.9,62.7,"5' 0""",152
1665,female,American,Mrs.,Jill,L,Gass,"898 Gateway Avenue",Irvine,CA,California,92614,US,"United States",661-794-7923,1,Stevens,7/12/1979,40,564-12-7693,"Glass repairer","Cellophane Square",A+,111.5,50.7,"5' 6""",167
1666,female,American,Mrs.,Lisa,E,Simmons,"2075 Kildeer Drive","Boynton Beach",FL,Florida,33436,US,"United States",754-246-3312,1,Cupps,7/25/1951,68,594-43-5384,"Spray machine operator","National Hardgoods Distributors",O+,209.9,95.4,"5' 5""",166
1667,female,American,Ms.,Ethel,C,Maxwell,"4014 Timberbrook Lane",Fleming,CO,Colorado,80728,US,"United States",970-265-1493,1,Branham,8/4/1963,56,651-05-1464,"Library assistant","University Stereo",A+,115.1,52.3,"5' 1""",154
1668,female,American,Ms.,Pauline,M,Rivera,"3076 Wilkinson Street",Gallatin,TN,Tennessee,37066,US,"United States",615-452-0332,1,Hawley,7/21/1978,41,413-38-2382,"Production, planning, and expediting clerk","Super Shops",O+,128.3,58.3,"5' 4""",163
1669,female,American,Dr.,Sarah,R,Dodds,"1430 Java Lane",Columbia,SC,"South Carolina",29201,US,"United States",803-654-3328,1,White,4/3/1954,65,251-03-0037,"Elevator inspector","Home Quarters Warehouse",A+,148.3,67.4,"5' 2""",158
1670,female,American,Mrs.,Dawn,F,Edgar,"3610 Sherwood Circle",Lafayette,LA,Louisiana,70501,US,"United States",337-289-3257,1,Long,6/2/1959,60,436-30-5897,"Coil finisher","Road Runner Lawn Services",O+,209.2,95.1,"5' 5""",166
1671,female,American,Mrs.,Barbara,W,Case,"1464 Hillhaven Drive","Huntington Park",CA,California,90255,US,"United States",323-826-9060,1,Chacon,9/28/1999,19,607-32-1112,"DEA agent","Child World",A+,151.4,68.8,"5' 9""",175
1672,female,American,Mrs.,Melanie,T,Viveros,"3977 Hardman Road",Brattleboro,VT,Vermont,05301,US,"United States",802-779-2781,1,Luiz,7/17/1957,62,008-54-4276,"Bookmobile driver",Choices,A+,150.7,68.5,"5' 1""",154
1673,female,American,Mrs.,Teresa,L,Castro,"1798 Capitol Avenue",Anderson,IN,Indiana,46016,US,"United States",765-608-4158,1,Jacobs,10/26/1994,24,310-08-7089,"Biomedical engineer",JasmineSola,O+,172.7,78.5,"5' 9""",175
1674,female,American,Ms.,Nora,S,Greenlee,"3635 Five Points",Salisbury,MD,Maryland,21875,US,"United States",443-225-6682,1,Aguilera,9/24/1959,59,220-08-0991,Dishwasher,"Central Hardware",B+,152.5,69.3,"5' 7""",170
1675,female,American,Ms.,Sandy,W,Arndt,"3164 Fantages Way",Hope,ID,Idaho,83836,US,"United States",208-264-7621,1,Daniels,8/26/1949,69,518-21-7343,Stevedore,"Gas Zone",B+,184.1,83.7,"5' 4""",162
1676,female,American,Mrs.,Elaine,J,Burton,"3406 Luke Lane",Ardmore,OK,Oklahoma,73401,US,"United States",580-224-7981,1,Johnson,6/12/1966,53,440-11-2033,"Gaming and sports runner",Adaptas,O+,114.0,51.8,"5' 2""",157
1677,female,American,Ms.,Edna,J,White,"3047 Traders Alley","St Joseph",MO,Missouri,64501,US,"United States",816-387-7834,1,Conder,2/27/1936,83,498-24-4346,"Transmission engineer","Dun Rite Lawn Care",B+,188.5,85.7,"5' 5""",166
1678,female,American,Ms.,Mary,A,Olivarez,"860 Rocky Road",Philadelphia,PA,Pennsylvania,19103,US,"United States",215-665-5865,1,Crader,8/16/1984,35,204-07-2131,"Personal and home care aide","Infinity Investment Plan",B+,194.0,88.2,"5' 5""",166
1679,female,American,Mrs.,Jessie,J,McElveen,"628 Haven Lane","East Lansing",MI,Michigan,48823,US,"United States",517-664-2915,1,Fischer,2/16/1970,49,369-03-4909,"Instructional assistant",Jacobs,O+,125.2,56.9,"5' 7""",169
1680,female,American,Ms.,Elizabeth,D,Mattes,"4498 Twin House Lane",Miller,MO,Missouri,65707,US,"United States",417-452-5653,1,Jolly,10/12/1958,60,497-56-9147,"Ballet master","Virgin Megastores",A+,186.8,84.9,"5' 8""",173
1681,female,American,Mrs.,Lynn,G,Macon,"1162 Rhode Island Avenue",Washington,DC,"Washington DC",20024,US,"United States",202-378-0626,1,Hancock,6/7/1943,76,577-26-2948,Volcanologist,"O.K. Fairbanks",O-,208.8,94.9,"5' 5""",164
1682,female,American,Ms.,Lori,D,Boyd,"2454 Coburn Hollow Road",Henry,IL,Illinois,61537,US,"United States",309-364-8439,1,Reuter,4/13/1950,69,318-22-5927,"Maitre d","Atlas Architectural Designs",O+,211.9,96.3,"5' 3""",160
1683,female,American,Mrs.,Shirley,J,Manning,"2437 Columbia Mine Road",Huntington,WV,"West Virginia",25701,US,"United States",304-522-0185,1,Compton,6/3/1964,55,233-10-9322,"Gaming surveillance officer","Harmony House",B+,184.1,83.7,"5' 5""",164
1684,female,American,Mrs.,Stephanie,R,Marino,"3989 Brookside Drive",Birmingham,AL,Alabama,35209,US,"United States",205-249-0478,1,Thompson,1/4/1980,39,418-44-2899,"Gerontology aide",Builderama,B+,121.9,55.4,"5' 3""",160
1685,female,American,Ms.,Brandie,R,Montgomery,"2513 White Oak Drive","East Lynne",MO,Missouri,64743,US,"United States",816-626-3620,1,Diaz,2/10/1960,59,498-10-0020,"Human resources analyst","Purity Supreme",A+,211.0,95.9,"5' 7""",170
1686,female,American,Ms.,Alexis,G,Richardson,"406 Peaceful Lane","Warrensville Heights",OH,Ohio,44128,US,"United States",216-437-0354,1,Leblanc,3/21/1944,75,293-16-6543,Midshipman,"Quality Event Planner",A+,195.6,88.9,"5' 4""",163
1687,female,American,Mrs.,Rocio,J,Lord,"2868 Hillcrest Drive",Kent,WA,Washington,98032,US,"United States",253-395-5058,1,Forshee,10/15/1933,85,536-19-5068,"Foreign language interpreter","The Warner Brothers Store",B+,175.1,79.6,"5' 7""",169
1688,female,American,Mrs.,Nichole,W,Franklin,"1000 Woodrow Way",Batson,TX,Texas,77519,US,"United States",936-262-8117,1,Pauley,2/15/1937,82,457-41-3509,"Merchandise window trimmer",Incluesiv,A-,151.6,68.9,"5' 4""",163
1689,female,American,Ms.,Ina,G,Reed,"836 Skips Lane",Phoenix,AZ,Arizona,85034,US,"United States",928-460-3660,1,Ortega,7/3/1988,31,600-77-7333,"Personnel clerk","Las Vegas Yard Management",A+,153.1,69.6,"5' 5""",166
1690,female,American,Mrs.,Lillie,C,Gonzalez,"3141 Oakridge Farm Lane","New Berlin",WI,Wisconsin,53151,US,"United States",262-349-8454,1,Hicks,2/11/2000,19,396-98-0059,"Claims appraiser",Heslop's,A+,183.3,83.3,"5' 5""",165
1691,female,American,Mrs.,Birdie,E,Williams,"2144 Seth Street",Brownwood,TX,Texas,76801,US,"United States",325-643-6252,1,Thornton,7/30/1974,45,641-92-4959,"Administrative law judge","Best Biz Survis",B+,120.8,54.9,"5' 1""",155
1692,female,American,Mrs.,Lucy,G,Pate,"1398 Rosemont Avenue","Eau Gallie",FL,Florida,32903,US,"United States",321-779-5371,1,Foy,2/16/1944,75,592-07-8079,"Education administrator","Food Mart",B+,118.8,54.0,"4' 11""",151
1693,female,American,Mrs.,Reba,T,Wimbish,"315 Bernardo Street",Evansville,IN,Indiana,47712,US,"United States",812-963-1755,1,Baxter,3/23/1946,73,316-07-9930,"Artificial inseminator","Price Club",O+,122.8,55.8,"5' 7""",171
1694,female,American,Mrs.,Bettie,D,Warner,"4985 Alpha Avenue",Jacksonville,FL,Florida,32217,US,"United States",904-256-6743,1,Strong,1/3/1988,31,594-79-1777,"Pilates instructor","Harmony House",O+,136.6,62.1,"5' 7""",169
1695,female,American,Ms.,Angela,K,Lewis,"3256 Stratford Drive",Moanalua,HI,Hawaii,96819,US,"United States",808-368-4308,1,Navarro,7/22/1971,48,751-03-7336,"Studio camera operator","Great Clothes",A+,201.5,91.6,"5' 9""",174
1696,female,American,Ms.,Reba,B,Goudy,"3002 Jessie Street",Westerville,OH,Ohio,43081,US,"United States",740-565-2028,1,Rowland,11/29/1978,40,268-10-4383,"Recreation leader","Forum Cafeterias",A+,157.1,71.4,"5' 6""",167
1697,female,American,Ms.,Debra,R,Medley,"2476 Chicago Avenue",Fresno,CA,California,93721,US,"United States",559-657-4555,1,Reimann,6/20/1970,49,568-36-2215,"Marine electronics technician",Merrymaking,O+,202.4,92.0,"5' 7""",169
1698,female,American,Mrs.,Lucile,E,Brumfield,"2958 Loving Acres Road","Kansas City",MO,Missouri,64131,US,"United States",816-942-7584,1,Mayo,6/24/1997,22,497-23-5691,"Soil scientist","Handy Andy Home Improvement Center",O+,153.1,69.6,"5' 2""",158
1699,female,American,Mrs.,Leslie,R,Gardner,"1250 Holly Street",Athens,GA,Georgia,30601,US,"United States",706-201-9423,1,Gray,7/9/1991,28,674-10-9371,"Subway operator","Custom Lawn Care",A+,152.5,69.3,"5' 3""",161
1700,female,American,Ms.,Lynette,R,Allen,"1334 Michigan Avenue",Gibsonia,PA,Pennsylvania,15044,US,"United States",724-717-9836,1,Galvan,12/31/1939,79,210-10-8083,"Delivery service truck driver","Brown Derby",B+,210.5,95.7,"5' 6""",168
1701,female,American,Ms.,Carole,W,Garcia,"1358 Desert Broom Court","Rochelle Park",NJ,"New Jersey",07662,US,"United States",201-745-7656,1,Meyers,6/14/1972,47,147-92-2936,"Press operator","Total Network Development",A+,136.8,62.2,"5' 6""",167
1702,female,American,Mrs.,Marlene,S,Richardson,"204 Morris Street",Floresville,TX,Texas,78114,US,"United States",830-393-6796,1,Parham,2/7/1943,76,627-34-0974,"Arc cutter","Waccamaw Pottery",A+,131.1,59.6,"5' 3""",159
1703,female,American,Ms.,Colleen,M,Wright,"4000 Graystone Lakes",Macon,GA,Georgia,31210,US,"United States",478-397-9315,1,Capra,11/14/1988,30,260-58-5951,"Plating and coating machine operator","Handy Andy",B+,210.5,95.7,"5' 7""",171
1704,female,American,Mrs.,Jennifer,R,Neely,"3638 Terra Cotta Street",Lengby,MN,Minnesota,56651,US,"United States",218-668-3015,1,Harris,3/25/1954,65,477-90-1174,Courier,"Compact Disc Center",A+,123.0,55.9,"5' 7""",169
